source	target	depth
united states national health care act	canadian and american health care systems compared	4
united states national health care act	health systems by country	4
single-payer healthcare	all-payer rate setting	4
single-payer healthcare	health care reform debate in the united states	4
single-payer healthcare	health system	4
single-payer healthcare	national health insurance	4
single-payer healthcare	public health insurance option	4
publicly funded health care	health care compared	4
publicly funded health care	national health insurance	4
publicly funded health care	public opinion on health care reform in the united states	4
publicly funded health care	single-payer health care	4
publicly funded health care	socialized medicine	4
publicly funded health care	social insurance	4
publicly funded health care	universal health care	4
publicly funded health care	national health service	4
publicly funded health care	united kingdom	4
sicko	2007 in film	4
sicko	comparison of the health care systems in canada and the united states	4
sicko	health care reform in the united states	4
sicko	national health insurance	4
sicko	national physicians alliance	4
sicko	nordic model	4
physicians for a national health program	health care reform	4
physicians for a national health program	national physicians alliance	4
physicians for a national health program	physicians' council for responsible reform	4
physicians for a national health program	united states national health care act	4
physicians for a national health program	universal health care	4
medicare rights center	health advocacy	4
medicare rights center	medicare (united states)	4
health insurance coverage in the united states	health care reform in the united states	4
health insurance coverage in the united states	health insurance	4
health insurance coverage in the united states	health insurance in the united states	4
health insurance coverage in the united states	single-payer health care	4
health insurance coverage in the united states	universal health care	4
health insurance coverage in the united states	patient protection and affordable care act	4
health insurance costs in the united states	health care	4
health insurance costs in the united states	health care politics	4
health insurance costs in the united states	health care reform	4
health insurance costs in the united states	health economics	4
health insurance costs in the united states	health insurance	4
health insurance costs in the united states	health insurance in the united states	4
health insurance costs in the united states	health insurance exchange	4
health insurance costs in the united states	health insurance mandate	4
health insurance costs in the united states	health maintenance organization	4
health insurance costs in the united states	insurance in the united states	4
healthcare reform in the united states	comparison of the healthcare systems in canada and the united states	4
healthcare reform in the united states	health care reform	4
healthcare reform in the united states	health care reforms proposed during the obama administration	4
healthcare reform in the united states	health economics	4
healthcare reform in the united states	health policy	4
healthcare reform in the united states	mccarran–ferguson act	4
healthcare reform in the united states	medicare sustainable growth rate	4
health care reform	health care	4
health care reform	healthcare system	4
health care reform	health care provider	4
health care reform	health center	4
health care reform	clinic	4
health care reform	hospital	4
health care reform	health care politics	4
health care reform	medical education	4
health care reform	medicine	4
health care reform	doctor's visit	4
health care reform	nursing	4
health care reform	philosophy of healthcare	4
health care reform	universal health care	4
health care reform	social service	4
health care reform	social determinants of health	4
health care reform	family medicine	4
health care reform	preventive medicine	4
health care reform	social medicine	4
health care reform	health policy	4
health care reform	health insurance	4
health care reform	insurance	4
health care reform	social health insurance	4
health care reform	community health service	4
health care reform	direct primary care	4
health care reform	school health services	4
health care reform	military medicine	4
health care reform	occupational safety and health	4
health care reform	unnecessary health care	4
health care reform	health care compared	4
health care reform	health care in the united states	4
health care reform	health care reform in the united states	4
health care reform	healthcare-now!	4
health care reform	health-care reform in china	4
health care reform	history of the national health service	4
health care reform	history of the national health service (england)	4
health care reform	journal of health care for the poor and underserved	4
health care reform	kaiser family foundation	4
health care reform	massachusetts health care reform	4
health care reform	matthew effect	4
health care reform	medicare rights center	4
health care reform	national health insurance	4
health care reform	national physicians alliance	4
health care reform	progressive democrats of america	4
health care reform	puerto rico health reform	4
health care reform	shoutamerica	4
health care reform	single-payer health care	4
health care reform	united states national health care act	4
health care reform	universal health care foundation of connecticut	4
universal declaration of human rights	history of human rights	4
universal declaration of human rights	yogyakarta principles	4
universal declaration of human rights	cairo declaration on human rights in islam	4
universal declaration of human rights	vienna declaration and programme of action	4
universal declaration of human rights	united nations millennium declaration	4
universal declaration of human rights	fourth geneva convention	4
universal declaration of human rights	european convention on human rights	4
universal declaration of human rights	convention relating to the status of refugees	4
universal declaration of human rights	convention on the elimination of all forms of racial discrimination	4
universal declaration of human rights	international covenant on civil and political rights	4
universal declaration of human rights	international covenant on economic, social and cultural rights	4
universal declaration of human rights	convention on the elimination of all forms of discrimination against women	4
universal declaration of human rights	convention on the rights of the child	4
universal declaration of human rights	charter of fundamental rights of the european union	4
universal declaration of human rights	convention on the rights of persons with disabilities	4
universal declaration of human rights	jacques maritain	4
universal declaration of human rights	tommy douglas	4
universal declaration of human rights	john sankey, 1st viscount sankey	4
universal declaration of human rights	slavery in the united states	4
universal declaration of human rights	slavery in russia	4
universal declaration of human rights	slavery in international law	4
universal declaration of human rights	slave trade act	4
universal declaration of human rights	human rights in china	4
universal declaration of human rights	lgbt rights at the united nations	4
universal declaration of human rights	command responsibility	4
universal declaration of human rights	moral universalism	4
universal declaration of human rights	declaration on great apes	4
universal declaration of human rights	hominidae	4
universal declaration of human rights	united nations prize in the field of human rights	4
universal declaration of human rights	consent of the governed	4
universal declaration of human rights	paris peace conference, 1919	4
universal declaration of human rights	the farewell sermon	4
universal declaration of human rights	common era	4
universal declaration of human rights	youth for human rights international	4
universal declaration of human rights	monica ross	4
insurable interest	insurability	4
insurable interest	liability insurance	4
insurable interest	life insurance	4
insurable interest	property insurance	4
quality-adjusted life year	case mix index	4
quality-adjusted life year	cost-effectiveness analysis registry	4
quality-adjusted life year	cost-utility analysis	4
quality-adjusted life year	disability-adjusted life year	4
quality-adjusted life year	incremental cost-effectiveness ratio	4
quality-adjusted life year	quality of life	4
quality-adjusted life year	mansa	4
quality-adjusted life year	life quality index	4
philosophy of healthcare	ethical problems using children in clinical trials	4
philosophy of healthcare	ethics of circumcision	4
philosophy of healthcare	catholic church and health care	4
philosophy of healthcare	philosophy of medicine	4
international healthcare accreditation	accreditation	4
international healthcare accreditation	hospital accreditation	4
international healthcare accreditation	evidence-based medicine	4
international healthcare accreditation	health tourism provider	4
international healthcare accreditation	health insurance	4
international healthcare accreditation	hospital	4
international healthcare accreditation	medical tourism	4
international healthcare accreditation	patient safety	4
international healthcare accreditation	patient safety organization	4
international healthcare accreditation	medical ethics	4
international healthcare accreditation	international sos	4
international healthcare accreditation	international organization for standardization	4
international healthcare accreditation	united kingdom accreditation forum	4
hospital accreditation	accreditation	4
hospital accreditation	international healthcare accreditation	4
hospital accreditation	health insurance	4
hospital accreditation	hospitals	4
hospital accreditation	evidence-based medicine	4
hospital accreditation	patient safety	4
hospital accreditation	medical ethics	4
hospital accreditation	united kingdom accreditation forum	4
health insurance mandate	individual shared responsibility provision	4
health insurance marketplace	health care reform in the united states	4
health insurance marketplace	health system	4
health insurance marketplace	universal health coverage by country	4
health crisis	crisis theory	4
health crisis	disease mongering	4
health crisis	health administration	4
health crisis	health care	4
health crisis	health policy	4
health crisis	medicalization	4
health crisis	primary health care	4
health crisis	routine health outcomes measurement	4
health crisis	thalidomide	4
health system	acronyms in healthcare	4
health system	catholic church and health care	4
health system	community health	4
health system	comparison of the health care systems in canada and the united states	4
health system	consumer-driven health care	4
health system	cultural competence in health care	4
health system	global health	4
health system	health administration	4
health system	health care	4
health system	health care provider	4
health system	health care reform	4
health system	health crisis	4
health system	health economics	4
health system	health human resources	4
health system	health insurance	4
health system	health policy	4
health system	health services research	4
health system	healthy city	4
health system	medicine	4
health system	national health insurance	4
health system	occupational safety and health	4
health system	philosophy of healthcare	4
health system	primary care	4
health system	primary health care	4
health system	public health	4
health system	publicly funded health care	4
health system	single-payer health care	4
health system	social determinants of health	4
health system	socialized medicine	4
health system	timeline of global health	4
health system	two-tier health care	4
health system	universal health care	4
health administration	master of health administration	4
health administration	nosokinetics	4
ansi 834 enrollment implementation format	x12 document list	4
